"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…",FALSE,0,NA,2017-04-03 20:21:19,FALSE,NA,"848993838957854720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mujib_wiradesa",63,TRUE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan…….#PanikBikinFitnah ? https://t.co/5xZgo2mWkx lewat @harianpublik",FALSE,0,NA,2017-04-03 20:21:05,FALSE,NA,"848993782695686145",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>","Tuagemox",0,FALSE,FALSE,NA,NA
"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…",FALSE,0,NA,2017-04-03 20:20:32,FALSE,NA,"848993641590792192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mujib_wiradesa",75,TRUE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 20:20:20,FALSE,NA,"848993589866647552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mujib_wiradesa",129,TRUE,FALSE,NA,NA
"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…",FALSE,0,NA,2017-04-03 20:16:03,FALSE,NA,"848992514816196608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sw_tanya",58,TRUE,FALSE,NA,NA
"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…",FALSE,0,NA,2017-04-03 20:08:33,FALSE,NA,"848990625689030656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","islam_kita",83,TRUE,FALSE,NA,NA
"RT @hypernova_mind: Pengumuman...pengumuman...buat kaum bumi datar, noh...tanyain si uni @fahiraidris agamanya apa. Dia ga setuju jakarta b…",FALSE,0,NA,2017-04-03 20:07:59,FALSE,NA,"848990482474520576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sw_tanya",1,TRUE,FALSE,NA,NA
"Anda tidak harus ahli untuk mulai https://t.co/JJIVnTSeXC Jakarta Bersyariah",FALSE,0,NA,2017-04-03 20:05:44,FALSE,NA,"848989917971533829",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","andylagoon",0,FALSE,FALSE,NA,NA
"The best thing that you can do in life is follow your intuition.  Take risks.  Do #HumanDesignIndonesia.com #ziadala14 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 20:05:41,FALSE,NA,"848989903576682497",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","SangsarSangsar",0,FALSE,FALSE,NA,NA
"RT @BambuRuncing212: WASPADA Spanduk Fitnah...!!!
Jakarta Bersyariah tidak ada dalam program kerja Anies-Sandi https://t.co/VAK4yaLQd5",FALSE,0,NA,2017-04-03 20:05:22,FALSE,NA,"848989824052731904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Ahong80621204",38,TRUE,FALSE,NA,NA
"RT @Alitingting2: Si cagub mengklarifikasi bhw dia tidak pasang spanduk, tp sama sekali tidak menyinggung soal isi spanduk, soal Jakarta Be…",FALSE,0,NA,2017-04-03 20:01:10,FALSE,NA,"848988766551199745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sw_tanya",22,TRUE,FALSE,NA,NA
"Salah satu pengkerdilan terkejam dalam hidup adalah membiarkan pikiran yang cemerlang menjadi bud #NOMOR1.com #mga4374 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 19:55:01,FALSE,NA,"848987222640480257",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","morentzID",0,FALSE,FALSE,NA,NA
"Oh fitnah ya. Baguslah kalo fitnah. 

BTW, klarifikasi dengan program 100 hari nya donk @aniesbaswedan @sandiuno.  https://t.co/HJ4Bt1gxbu",FALSE,0,NA,2017-04-03 19:54:26,FALSE,NA,"848987072278831104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcokilima",0,FALSE,FALSE,NA,NA
"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…",FALSE,0,NA,2017-04-03 19:47:09,FALSE,NA,"848985242689912832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ircham_syah",50,TRUE,FALSE,NA,NA
"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8",FALSE,0,NA,2017-04-03 19:45:46,FALSE,NA,"848984893581217792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dasephedianto",129,TRUE,FALSE,NA,NA
"RT @ulinyusron: Mainan kok Jakarta bersyariah. Anies Sandi masih main ayat, mayat, jinayat, kualat, sekarat, lama-lama kiamat. Program nyon…",FALSE,0,NA,2017-04-03 19:32:55,FALSE,NA,"848981659957379072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsEdwan",165,TRUE,FALSE,NA,NA
"RT @kompascom: Soal Spanduk ""Jakarta Bersyariah"", Anies Sebut Fitnahnya Sistematis. https://t.co/VDEychrIae",FALSE,0,NA,2017-04-03 19:32:25,FALSE,NA,"848981534946152448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Gismaaa",6,TRUE,FALSE,NA,NA
"RT @maspiyuuu: KLARIFIKASI dan BANTAHAN Tim Anies-Sandi Terkait Spanduk Jakarta Bersyariah https://t.co/K24lYTWzus",FALSE,0,NA,2017-04-03 19:32:03,FALSE,NA,"848981440356204545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Gismaaa",34,TRUE,FALSE,NA,NA
"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8",FALSE,0,NA,2017-04-03 19:27:55,FALSE,NA,"848980402635067392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandzarjak96",129,TRUE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 19:27:43,FALSE,NA,"848980349535244288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ayulin2811",129,TRUE,FALSE,NA,NA
"RT @NoniZara: Spanduk Jakarta Bersyariah dibantah Anies bahwa itu bukan dari mereka, tapi apa itu berarti dia gak dukung perda Jakarta Bers…",FALSE,0,NA,2017-04-03 19:24:15,FALSE,NA,"848979479552602112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunter_jaya",3,TRUE,FALSE,NA,NA
"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…",FALSE,0,NA,2017-04-03 19:23:38,FALSE,NA,"848979324946403335",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hanninoto",83,TRUE,FALSE,NA,NA
"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…",FALSE,0,NA,2017-04-03 19:23:35,FALSE,NA,"848979311851786241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dptgh",58,TRUE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan…….#PanikBikinFitnah ? https://t.co/cGWXpjEB73… https://t.co/Z9LFrfF8h9",FALSE,1,NA,2017-04-03 19:22:44,TRUE,NA,"848979095090208768",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","harianpublik",0,FALSE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan…….#PanikBikinFitnah ? https://t.co/31J9IQ04zC… https://t.co/cz14sAZDxG",FALSE,1,NA,2017-04-03 19:22:44,TRUE,NA,"848979094658088960",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","anti_densus88",1,FALSE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan…….#PanikBikinFitnah ? https://t.co/qHPxCg6Ax3 https://t.co/cd8sS5zQeL",FALSE,0,NA,2017-04-03 19:22:42,FALSE,NA,"848979086441500672",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ingsun212",0,FALSE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan…….#PanikBikinFitnah ? https://t.co/99iJ1q2EII",FALSE,2,NA,2017-04-03 19:22:41,FALSE,NA,"848979084105310208",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","WanitaRevolusi",1,FALSE,FALSE,NA,NA
"RT @GunRomli: Spanduk Jakarta Bersyariah unt mengalihkan isu Al-Khaththath alias Gatot sbg pendukung Anies-Sandi yg ditangkap polisi",FALSE,0,NA,2017-04-03 19:22:25,FALSE,NA,"848979015507431424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","hanninoto",48,TRUE,FALSE,NA,NA
"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…",FALSE,0,NA,2017-04-03 19:20:59,FALSE,NA,"848978654973448194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","JakartaStar",83,TRUE,FALSE,NA,NA
"The road to success is always under construction. #NOMOR1.net #zahwaaq108 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 19:20:32,FALSE,NA,"848978541303574528",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","zahwa_q",0,FALSE,FALSE,NA,NA
"Jakarta Bersyariah You can grow stronger from the pain if you don’t let it destroy you. #NOMOR1.net #nickpr581",FALSE,0,NA,2017-04-03 19:20:14,FALSE,NA,"848978466905051139",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","DediFerdinand1",0,FALSE,FALSE,NA,NA
"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8",FALSE,0,NA,2017-04-03 19:18:29,FALSE,NA,"848978026251436032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reiza_Patters",129,TRUE,FALSE,NA,NA
"Heboh Spanduk “Jakarta Bersyariah”, Sandiaga Minta Turunkan #FinTech #DataCenter https://t.co/AreSYqnHuj",FALSE,0,NA,2017-04-03 19:16:16,FALSE,NA,"848977468383997953",NA,"<a href=""https://www.bitcoinagile.com"" rel=""nofollow"">bitcoinlivestream</a>","cryptinsight",0,FALSE,FALSE,NA,NA
"#Jakartaberlari Heboh Spanduk ""Jakarta Bersyariah"", Sandiaga Minta Turunkan - Solopos: Solopos Heboh Spanduk ""Jakar… https://t.co/24tONKVPjm",FALSE,0,NA,2017-04-03 19:16:14,TRUE,NA,"848977458619600896",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","galongkucing",0,FALSE,FALSE,NA,NA
"#FinTech Heboh Spanduk ""Jakarta Bersyariah"", Sandiaga Minta Turunkan - Solopos https://t.co/LJf1nFBV3m #DataCenter https://t.co/G2db3wzAXe",FALSE,0,NA,2017-04-03 19:16:11,FALSE,NA,"848977448611885057",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","damar20022017",0,FALSE,FALSE,NA,NA
"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…",FALSE,0,NA,2017-04-03 19:12:04,FALSE,NA,"848976411750653952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","nanoeozil",23,TRUE,FALSE,NA,NA
"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…",FALSE,0,NA,2017-04-03 19:08:16,FALSE,NA,"848975454551683072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijaya_48",63,TRUE,FALSE,NA,NA
"RT @GunRomli: FUI: NKRI Bersyariah Harga Mati, ini Sekjennya Al-Khaththath alias Gatot Pendukung Anies, mulai dr Jakarta Bersyariah https:/…",FALSE,0,NA,2017-04-03 19:08:06,FALSE,NA,"848975415683063809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijaya_48",75,TRUE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 19:07:42,FALSE,NA,"848975311752515584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijaya_48",129,TRUE,FALSE,NA,NA
"RT @gerilyapolitik: Al-Khaththath Alias Gatot, Pendukung Anies, NKRI Bersyariah Mulai dari Jakarta Bersyariah https://t.co/Jhgy3WLdgv https…",FALSE,0,NA,2017-04-03 19:06:16,FALSE,NA,"848974951461789696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijaya_48",7,TRUE,FALSE,NA,NA
"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…",FALSE,0,NA,2017-04-03 19:05:46,FALSE,NA,"848974827419348992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","JakartaStar",63,TRUE,FALSE,NA,NA
"Spanduk Hoax Jakarta Bersyariah Bertebaran di Jembatan Penyebrangan… https://t.co/7nhz4F7uld #harianpublik",FALSE,1,NA,2017-04-03 19:05:36,FALSE,NA,"848974783140200449",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","harianpublik",0,FALSE,FALSE,NA,NA
"RT @GunRomli: Anies tak perlu bersandiwara dgn bilang tdk tahu soal spanduk2 Jakarta Bersyariah, sebaiknya tanya dulu ke pendukungnya https…",FALSE,0,NA,2017-04-03 19:05:27,FALSE,NA,"848974745022287872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WidiartaWirawan",63,TRUE,FALSE,NA,NA
"RT @GunRomli: Jelas2 sekali Al-Khaththath alias Gatot ini brsama FPI yg dukung Anies ingin tegakkan NKRI Bersyariah, ya mulai dr Jakarta Be…",FALSE,0,NA,2017-04-03 19:04:56,FALSE,NA,"848974615003058176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WidiartaWirawan",83,TRUE,FALSE,NA,NA
"RT @lagaligoBone: @singgihwidiyas @Permutindo Jakarta Bersyariah bersama @aniesbaswedan ....
kalau menang lho ..
kalian mau seperti di Aceh…",FALSE,0,NA,2017-04-03 18:59:42,FALSE,NA,"848973299686166528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wijaya_48",1,TRUE,FALSE,NA,NA
"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8",FALSE,0,NA,2017-04-03 18:58:30,FALSE,NA,"848972997931089920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bambangsoetono",129,TRUE,FALSE,NA,NA
"RT @GunRomli: Al-Khaththath alias Gatot FUI dan Rizieq FPI ingin tegakkan NKRI Bersyariah, ya dimulai dr Jakarta Bersyariah, Anies gak usa…",FALSE,0,NA,2017-04-03 18:58:25,FALSE,NA,"848972977215492096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Daysyree3",53,TRUE,FALSE,NA,NA
"RT @SuaraAnies: Anies-Sandi Pastikan Kontrak Jakarta Bersyariah adalah Fitnah https://t.co/ZRHFHQ8BR8",FALSE,0,NA,2017-04-03 18:57:41,FALSE,NA,"848972791697166340",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hendy_Abel",129,TRUE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 18:57:20,FALSE,NA,"848972702761209856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlNayip",129,TRUE,FALSE,NA,NA
"RT @tantyputrimrz: jakarta bersyariah lewat kontrak politik anies sandi. ini makin gak waras  
@prabowo 
#JerukMakanJeruk  
https://t.co/PO…",FALSE,0,NA,2017-04-03 18:52:29,FALSE,NA,"848971485578264576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LilyCarlos2",103,TRUE,FALSE,NA,NA
"RT @cagubnyinyir: Sandiuno: Isue Jakarta berSyariah, itu bukan kami, itu Fitnoh https://t.co/UpwDdFm04v @Fajar_Guevarah8 @fx_kristianto  @b…",FALSE,0,NA,2017-04-03 18:52:11,FALSE,NA,"848971409262919680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","liajigrak121",8,TRUE,FALSE,NA,NA
"Sometimes you have to stop worrying, wondering, and doubting.  Have faith that things #NetworkNumberOne.com #evhje7783 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 18:50:04,FALSE,NA,"848970873998462977",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","evha_lapinksan",0,FALSE,FALSE,NA,NA
"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…",FALSE,0,NA,2017-04-03 18:48:43,FALSE,NA,"848970535568498688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lullacheese",58,TRUE,FALSE,NA,NA
"Akan ada saatnya dimana orang yang menyia-nyiakan kamu akan mengejarmu. Karma.
 
 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 18:48:01,FALSE,NA,"848970359852351488",NA,"<a href=""http://tw.tanpaulus.my.id/"" rel=""nofollow"">Auto Follow (Tan Paulus)</a>","tanpaulus55",0,FALSE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 18:46:22,FALSE,NA,"848969943076950016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CS_Ramdhani",129,TRUE,FALSE,NA,NA
"RT @cagubnyinyir: Sandiuno: Isue Jakarta berSyariah, itu bukan kami, itu Fitnoh https://t.co/UpwDdFm04v @Fajar_Guevarah8 @fx_kristianto  @b…",FALSE,0,NA,2017-04-03 18:46:16,FALSE,NA,"848969920884817920",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Fajar_Guevarah8",8,TRUE,FALSE,NA,NA
"RT @Q_ZINTIN6: Ngeles si sandi ""@cagubnyinyir: Sandiuno: Isue Jakarta berSyariah, itu bukan kami, itu Fitnoh https://t.co/GZbmTndYWS @Fajar…",FALSE,0,NA,2017-04-03 18:45:55,FALSE,NA,"848969832703733760",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Fajar_Guevarah8",1,TRUE,FALSE,NA,NA
"Jakarta Bersyariah Perubahan tidak menjamin tercapainya perbaikan, tetapi tidak ada perbaikan yang bisa dicapai ta #NOMOR1.com #soekm8742",FALSE,0,NA,2017-04-03 18:45:27,FALSE,NA,"848969712616603648",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","dicksmard",0,FALSE,FALSE,NA,NA
"Money is not the most important thing in the world. Love is. Fortunately, I love mone #NetworkNumberOne.com #endij1933 Jakarta Bersyariah",FALSE,0,NA,2017-04-03 18:45:14,FALSE,NA,"848969659890024448",NA,"<a href=""http://www.nomor1.com"" rel=""nofollow"">NOMOR1</a>","kangendin",0,FALSE,FALSE,NA,NA
"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…",FALSE,0,NA,2017-04-03 18:43:00,FALSE,NA,"848969095458377729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tegarputrau13",154,TRUE,FALSE,NA,NA
"RT @avatarcs9: Jakarta Bersyariah
Semoga NKRI tdk mengalami kayak Negara2 ini, dg Kedok Agama menghacurkan NKRI dan Pancasila.. https://t.c…",FALSE,0,NA,2017-04-03 18:38:50,FALSE,NA,"848968048899796993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","endrabanyu",11,TRUE,FALSE,NA,NA
"RT @saputrasurya922: #AniesTakutDebat nih skrg ngeles tak tau spanduk Jakarta Bersyariah. Biarkn GAmbar Bicara @lagaligoBone @GunRomli @Her…",FALSE,0,NA,2017-04-03 18:36:14,FALSE,NA,"848967393112014849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_hengky14",58,TRUE,FALSE,NA,NA
"RT @haloJakarta: Al-Khaththath Alias Gatot, Pendukung Anies, NKRI Bersyariah Mulai dari Jakarta Bersyariah https://t.co/oTyGaFDTnQ",FALSE,0,NA,2017-04-03 18:31:59,FALSE,NA,"848966324503986176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cienhua888",3,TRUE,FALSE,NA,NA
"Soal Spanduk Jakarta Bersyariah, Anies Merasa Difitnah, Timses Minta Polisi Mengusutnya https://t.co/FZ0XmyqKec",FALSE,0,NA,2017-04-03 18:31:51,FALSE,NA,"848966291499212804",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","ZamriYahya2",0,FALSE,FALSE,NA,NA
"AMAN: Konsep Jakarta Bersyariah Ancam Kepentingan Perempuan
https://t.co/mFrHh33wT9",FALSE,0,NA,2017-04-03 18:28:48,FALSE,NA,"848965521944989699",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zainuddi6",0,FALSE,FALSE,NA,NA
"RT @haloJakarta: Heboh Spanduk 'Jakarta Bersyariah' di Jalanan Jakarta, Siapa Pelaku Pemasangnya ? https://t.co/Wr0fZSc2xT",FALSE,0,NA,2017-04-03 18:27:34,FALSE,NA,"848965211646185472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cienhua888",5,TRUE,FALSE,NA,NA
"RT @GunRomli: Jadi Anies gak usa bersandiwara soal spanduk2 Jakarta Bersyariah, tanya dulu pendukungnya, sbgmana spanduk2 SARA oleh penduku…",FALSE,0,NA,2017-04-03 18:26:04,FALSE,NA,"848964836050452480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KANGDEDDY",129,TRUE,FALSE,NA,NA
"RT @GunRomli: Sepak Terjang Al-Khaththath Alias Gatot Saptono https://t.co/IkACewCL7q jejak NKRI Bersyariah &amp; Jakarta Bersyariah pendukung…",FALSE,0,NA,2017-04-03 18:25:26,FALSE,NA,"848964678034247680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CS_Ramdhani",50,TRUE,FALSE,NA,NA
"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…",FALSE,0,NA,2017-04-03 18:22:31,FALSE,NA,"848963942369984512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mafiozoekohadi",154,TRUE,FALSE,NA,NA
"RT @BadjaNuswantara: PERSATUAN tapi abaikan 4 sila yg lain?  
1? Tuhannya beda
2? Beradab? Jenazah aja gak diurusin
4? Beda pokoke kafir
5?…",FALSE,0,NA,2017-04-03 18:18:37,FALSE,NA,"848962961574055936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamzsay",1,TRUE,FALSE,NA,NA
"Jika Anies-Sandi Menang, Akankah Jakarta Bersyariah dan Indonesia Menjadi Negara Islam ? https://t.co/ZvXb4ptuGT https://t.co/xP0YFFN5qA",FALSE,0,NA,2017-04-03 18:17:20,FALSE,NA,"848962639241900032",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","jalinancintamu",0,FALSE,FALSE,NA,NA
"Soal Spanduk Jakarta Bersyariah, Anies Merasa Difitnah, Timses Minta Polisi Mengusutnya https://t.co/mfybNxJvbH",FALSE,0,NA,2017-04-03 18:15:32,FALSE,NA,"848962185439191043",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","BentengSumbar",0,FALSE,FALSE,NA,NA
"RT @JokoHQ: Ini para penggagas Jakarta Bersyariah. Marketnya Anies. Nggak mungkin dibantah isi spanduknya. https://t.co/nOfa6ZIFSk",FALSE,0,NA,2017-04-03 18:15:13,FALSE,NA,"848962105898291201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","etik_sp",101,TRUE,FALSE,NA,NA
"RT @jundiwarrior: Kalo Ahok
BAIK dan HEBAT pasti dia udah jadi Gubernur Bangka Belitung daerah asalnya <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Skrng Malah #PanikBikinFitnah 
Ja…",FALSE,0,NA,2017-04-03 18:13:16,FALSE,NA,"848961616381071362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adjulday_jak",23,TRUE,FALSE,NA,NA
